region_name,region_code,reporting_year,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,spr,reporting_pop,pop_in_poverty
Europe & Central Asia,ECA,2015,1.9,0.006771836514469983,0.0020332604983872844,9.833649198548692e-4,0.0028065293185340068,16.92232630224875,0.16446192071076762,486509818,3294565
Europe & Central Asia,ECA,2016,1.9,0.00550127435479139,0.0019733526232789305,0.0012128665970402254,0.0021770591369614225,17.111751690540377,0.1640370783301015,488609841,2687977
Europe & Central Asia,ECA,2017,1.9,0.006045619637171397,0.0020586147652229886,0.0011977807447701558,0.002427517741889989,17.68770918357081,0.16193832244073555,490534707,2965586
Europe & Central Asia,ECA,2018,1.9,0.003317031258070882,8.816888679305058e-4,3.754557693889454e-4,0.0011410986840506695,18.08906147868541,0.15407953113952422,492355344,1633158
Europe & Central Asia,ECA,2019,1.9,0.003498199772408714,8.503765051175977e-4,3.421447728531062e-4,0.0011026317647997714,18.670712459092005,0.15420041731373726,494282262,1729098
Europe & Central Asia,ECA,2020,1.9,0.004100669715770782,0.0012396012802032542,6.077950654970594e-4,0.0017002736736450228,20.020957631018824,0.1502757620065874,495478245,2031793
Europe & Central Asia,ECA,2021,1.9,0.0038658635495360623,0.001153950654291437,5.697071978182011e-4,0.0015797925267908208,21.275422533284594,0.1466872210472498,496390971,1918980
Europe & Central Asia,ECA,2022,1.9,0.0036121347159333464,0.001063823047505739,5.201077554999034e-4,0.0014359841165145586,22.304685031770305,0.14663792120370575,491641908,1775877
Latin America & Caribbean,LAC,1981,1.9,0.14206806909872574,0.05697782762615549,0.03408713440515476,0.07593303876614124,10.098088358635325,0.3385626064933494,365416179,51913971
Latin America & Caribbean,LAC,1982,1.9,0.14787406932985975,0.05906314615786707,0.03506115391568862,0.07808873251914468,10.001733305128022,0.34116324797774167,373239378,55192426
Latin America & Caribbean,LAC,1983,1.9,0.17402451955871945,0.07032723879193757,0.04132466919084783,0.09411814914616348,9.27971881997745,0.35359414722604876,381194012,66337105
Latin America & Caribbean,LAC,1984,1.9,0.17049702772431083,0.0680963990023885,0.03999904349627996,0.09194726109037253,9.346012628505896,0.35181330561535845,389186556,66355151
Latin America & Caribbean,LAC,1985,1.9,0.15791720624271707,0.0629533017567806,0.03720172769813417,0.08603375498934503,9.417490801665062,0.34563227518765255,397166929,62719492
Latin America & Caribbean,LAC,1986,1.9,0.11356176989695214,0.04598877575362293,0.02844566647456972,0.05957743120468834,11.606880982525352,0.328084252248917,405131151,46007411
Latin America & Caribbean,LAC,1987,1.9,0.13895239033192075,0.05715206504030392,0.03484308468669132,0.07633781966374177,10.515711593392181,0.3390659698024039,413096830,57400792
Latin America & Caribbean,LAC,1988,1.9,0.1454774915295129,0.06212298054703033,0.038646646724732926,0.08490779492043442,10.34321899008893,0.3405376916204861,421110516,61262102
Latin America & Caribbean,LAC,1989,1.9,0.14041146065445698,0.060270082708953586,0.037811314805459635,0.0791337033374404,10.592075370951212,0.33771165735979336,429142880,60256579
